Full Name,Year,Type of Publication,Title,List of Coauthors,Num of Coauthors,Venue,CORE Rank
Zhang Jie,2023,Journal Article,Dynamic Opinion Maximization in Social Networks.,"['Qiang He', 'Hui Fang', 'Xingwei Wang', 'Zhang Jie']",4,IEEE Trans. Knowl. Data Eng.,Unknown
Zhang Jie,2023,Journal Article,Learning Large Neighborhood Search for Vehicle Routing in Airport Ground Handling.,"['Jianan Zhou', 'Yaoxin Wu', 'Zhiguang Cao', 'Wen Song', 'Zhenghua Chen', 'Zhang Jie']",6,IEEE Trans. Knowl. Data Eng.,Unknown
Zhang Jie,2023,Journal Article,A Critical Study on Data Leakage in Recommender System Offline Evaluation.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,ACM Trans. Inf. Syst.,Unknown
Zhang Jie,2023,Journal Article,A Semi-Centralized Trust Management Model Based on Blockchain for Data Exchange in IoT System.,"['Yuan Liu', 'Chuang Zhang', 'Yu Yan', 'Xin Zhou', 'Zhihong Tian', 'Zhang Jie']",6,IEEE Trans. Serv. Comput.,Unknown
Zhang Jie,2023,Conference Paper,Reinforcement Learning Enhanced Weighted Sampling for Accurate Subgraph Counting on Fully Dynamic Graph Streams.,"['Kaixin Wang', 'Cheng Long', 'Da Yan', 'H. V. Jagadish', 'Zhang Jie']",5,ICDE,A*
Zhang Jie,2023,Conference Paper,Disentangling Motives behind Item Consumption and Social Connection for Mutually-enhanced Joint Prediction.,"['Youchen Sun', 'Zhu Sun', 'Xiao Sha', 'Yew Soon Ong', 'Zhang Jie']",5,RecSys,A
Zhang Jie,2023,Conference Paper,Multi-view graph contrastive learning for solving vehicle routing problems.,"['Yuan Jiang', 'Zhiguang Cao', 'Yaoxin Wu', 'Zhang Jie']",4,UAI,A
Zhang Jie,2023,Conference Paper,WSDM 2023 Workshop on Interactive Recommender Systems.,"['Yong Liu', 'Hao Zhang', 'Zhu Sun', 'Shoujin Wang', 'Zhang Jie']",5,WSDM,A
Zhang Jie,2023,N/A,"Proceedings of the 17th ACM Conference on Recommender Systems, RecSys 2023, Singapore, Singapore, September 18-22, 2023.","['Li Chen', 'Shlomo Berkovsky', 'Min Zhang', 'Tommaso Di Noia', 'Justin Basilico', 'Luiz Pizzato', 'Yang Song', 'Zhang Jie']",8,UNK,Unknown
Zhang Jie,2023,Informal Publication,Learning Large Neighborhood Search for Vehicle Routing in Airport Ground Handling.,"['Jianan Zhou', 'Yaoxin Wu', 'Zhiguang Cao', 'Wen Song', 'Zhenghua Chen', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2023,Informal Publication,Neural Airport Ground Handling.,"['Yaoxin Wu', 'Jianan Zhou', 'Yunwen Xia', 'Xianli Zhang', 'Zhiguang Cao', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2023,Informal Publication,Retraining A Graph-based Recommender with Interests Disentanglement.,"['Yitong Ji', 'Sun Aixin', 'Zhang Jie']",3,CoRR,Unknown
Zhang Jie,2023,Informal Publication,Towards Omni-generalizable Neural Methods for Vehicle Routing Problems.,"['Jianan Zhou', 'Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",5,CoRR,Unknown
Zhang Jie,2023,Informal Publication,Our Model Achieves Excellent Performance on MovieLens: What Does it Mean?,"['Yu-chen Fan', 'Yitong Ji', 'Sun Aixin', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2022,Journal Article,Integrating social influence modeling and user modeling for trust prediction in signed networks.,"['Hui Fang', 'Xiaoming Li', 'Zhang Jie']",3,Artif. Intell.,Unknown
Zhang Jie,2022,Journal Article,A sub-action aided deep reinforcement learning framework for latency-sensitive network slicing.,"['Da Xiao', 'Shuo Chen', 'Wei Ni', 'Jian (Andrew) Zhang', 'Ren Ping Liu', 'Zhang Jie']",6,Comput. Networks,Unknown
Zhang Jie,2022,Journal Article,Learning variable ordering heuristics for solving Constraint Satisfaction Problems.,"['Wen Song', 'Zhiguang Cao', 'Chi Xu', 'Andrew Lim', 'Zhang Jie']",5,Eng. Appl. Artif. Intell.,Unknown
Zhang Jie,2022,Journal Article,ACDC: Online unsupervised cross-domain adaptation.,"['Marcus de Carvalho', 'Mahardhika Pratama', 'Edward Kien Yee Yapp', 'Zhang Jie']",4,Knowl. Based Syst.,Unknown
Zhang Jie,2022,Journal Article,Disentangling Multi-Facet Social Relations for Recommendation.,"['Xiao Sha', 'Zhu Sun', 'Zhang Jie']",3,IEEE Trans. Comput. Soc. Syst.,Unknown
Zhang Jie,2022,Journal Article,TriATNE: Tripartite Adversarial Training for Network Embeddings.,"['Qi-dong Liu', 'Cheng Long', 'Mingliang Xu', 'Pei Lv', 'Zhang Jie']",5,IEEE Trans. Cybern.,Unknown
Zhang Jie,2022,Journal Article,Deep Reinforcement Learning Framework for Category-Based Item Recommendation.,"['Mingsheng Fu', 'Anubha Agrawal', 'Athirai A. Irissappane', 'Liwei Huang', 'Hong Qu', 'Zhang Jie']",6,IEEE Trans. Cybern.,Unknown
Zhang Jie,2022,Journal Article,Deep Reinforcement Learning for Solving the Heterogeneous Capacitated Vehicle Routing Problem.,"['Jingwen Li', 'Yining Ma', 'Ruize Gao', 'Zhiguang Cao', 'Andrew Lim', 'Wen Song', 'Zhang Jie']",7,IEEE Trans. Cybern.,Unknown
Zhang Jie,2022,Journal Article,Heterogeneous Attentions for Solving Pickup and Delivery Problem via Deep Reinforcement Learning.,"['Jingwen Li', 'Liang Xin', 'Zhiguang Cao', 'Andrew Lim', 'Wen Song', 'Zhang Jie']",6,IEEE Trans. Intell. Transp. Syst.,Unknown
Zhang Jie,2022,Journal Article,GP3: Gaussian Process Path Planning for Reliable Shortest Path in Transportation Networks.,"['Hongliang Guo', 'Xuejie Hou', 'Zhiguang Cao', 'Zhang Jie']",4,IEEE Trans. Intell. Transp. Syst.,Unknown
Zhang Jie,2022,Journal Article,Point-of-Interest Recommendation for Users-Businesses With Uncertain Check-ins.,"['Zhu Sun', 'Chen Li', 'Yu Lei', 'Lu Zhang', 'Shunpan Liang', 'Zhang Jie']",6,IEEE Trans. Knowl. Data Eng.,Unknown
Zhang Jie,2022,Journal Article,Learning Improvement Heuristics for Solving Routing Problems.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Andrew Lim', 'Zhang Jie']",5,IEEE Trans. Neural Networks Learn. Syst.,Unknown
Zhang Jie,2022,Journal Article,VRepChain: A Decentralized and Privacy-Preserving Reputation System for Social Internet of Vehicles Based on Blockchain.,"['Yuan Liu', 'Zehui Xiong', 'Qin Hu', 'Dusit Niyato', 'Cyril Leung', 'Zhihong Tian', 'Miao Chun Yan', 'Zhang Jie']",8,IEEE Trans. Veh. Technol.,Unknown
Zhang Jie,2022,Conference Paper,Learning to Solve Routing Problems via Distributionally Robust Optimization.,"['Yuan Jiang', 'Yaoxin Wu', 'Zhiguang Cao', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2022,Conference Paper,Learning Scenario Representation for Solving Two-stage Stochastic Integer Programs.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,ICLR,A*
Zhang Jie,2022,Conference Paper,Do Loyal Users Enjoy Better Recommendations?: Understanding Recommender Accuracy from a Time Perspective.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,ICTIR,Unranked
Zhang Jie,2022,Conference Paper,Next Point-of-Interest Recommendation with Inferring Multi-step Future Preferences.,"['Lu Zhang', 'Zhu Sun', 'Ziqing Wu', 'Yew Soon Ong', 'Xinghua Qu', 'Zhang Jie']",6,IJCAI,A*
Zhang Jie,2022,Conference Paper,Graph Learning Assisted Multi-Objective Integer Programming.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Abhishek Gupta', 'Mingyan Lin', 'Zhang Jie']",6,NeurIPS,A*
Zhang Jie,2022,Conference Paper,Class-Incremental Learning via Knowledge Amalgamation.,"['Marcus de Carvalho', 'Mahardhika Pratama', 'Yajuan Sun', 'Zhang Jie']",4,ECML/PKDD (3),Unknown
Zhang Jie,2022,Conference Paper,Prototype Feature Extraction for Multi-task Learning.,"['Shen Xin', 'Yuhang Jiao', 'Cheng Long', 'Yuguang Wang', 'Xiaowei Wang', 'Sen Yang', 'Ji Liu', 'Zhang Jie']",8,WWW,A*
Zhang Jie,2022,Informal Publication,Learning to Solve Routing Problems via Distributionally Robust Optimization.,"['Yuan Jiang', 'Yaoxin Wu', 'Zhiguang Cao', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Recommender May Not Favor Loyal Users.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2022,Informal Publication,DaisyRec 2.0: Benchmarking Recommendation for Rigorous Evaluation.,"['Zhu Sun', 'Hui Fang', 'Jie Yang', 'Xinghua Qu', 'Hongyang Liu', 'Di Yu', 'Ong Yew Soon', 'Zhang Jie']",8,CoRR,Unknown
Zhang Jie,2022,Informal Publication,A Multi-Channel Next POI Recommendation Framework with Multi-Granularity Check-in Signals.,"['Zhu Sun', 'Yu Lei', 'Lu Zhang', 'Chen Li', 'Ong Yew Soon', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Class-Incremental Learning via Knowledge Amalgamation.,"['Marcus de Carvalho', 'Mahardhika Pratama', 'Yajuan Sun', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Learning to Solve Multiple-TSP with Time Window and Rejections via Deep Reinforcement Learning.,"['Rongkai Zhang', 'Cong Zhang', 'Zhiguang Cao', 'Wen Song', 'Puay Siew Tan', 'Bihan Wen', 'Justin Dauwels', 'Zhang Jie']",8,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Reinforcement Learning Enhanced Weighted Sampling for Accurate Subgraph Counting on Fully Dynamic Graph Streams.,"['Kaixin Wang', 'Cheng Long', 'Da Yan', 'H. V. Jagadish', 'Zhang Jie']",5,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Learning to Search for Job Shop Scheduling via Deep Reinforcement Learning.,"['Cong Zhang', 'Wen Song', 'Zhiguang Cao', 'Puay Siew Tan', 'Chi Xu', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2022,Informal Publication,Decision-making with Imaginary Opponent Models.,"['Jing Sun', 'Shuo Chen', 'Cong Zhang', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2021,Journal Article,Hierarchical attentive knowledge graph embedding for personalized recommendation.,"['Xiao Sha', 'Zhu Sun', 'Zhang Jie']",3,Electron. Commer. Res. Appl.,Unknown
Zhang Jie,2021,Journal Article,Step-Wise Deep Learning Models for Solving Routing Problems.,"['Liang Xin', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,IEEE Trans. Ind. Informatics,Unknown
Zhang Jie,2021,Conference Paper,Multi-Decoder Attention Model with Embedding Glimpse for Solving Vehicle Routing Problems.,"['Liang Xin', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2021,Conference Paper,Preventing Overfitting via Sample Reweighting for Recommender System Incremental Update (Student Abstract).,"['Danni Peng', 'Xiaobo Hu', 'Anxiang Zeng', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2021,Conference Paper,Learning Complex Policy Distribution with CEM Guided Adversarial Hypernetwork.,"['Shi Yuan Tang', 'Athirai A. Irissappane', 'Frans A. Oliehoek', 'Zhang Jie']",4,AAMAS,A*
Zhang Jie,2021,Conference Paper,Solving 3D Bin Packing Problem via Multimodal Deep Reinforcement Learning.,"['Yuan Jiang', 'Zhiguang Cao', 'Zhang Jie']",3,AAMAS,A*
Zhang Jie,2021,Conference Paper,A Blockchain-Enabled Quantitative Approach to Trust and Reputation Management with Sparse Evidence.,"['Leonid Zeynalvand', 'Tie Luo', 'Ewa Andrejczuk', 'Dusit Niyato', 'Sin G. Teo', 'Zhang Jie']",6,AAMAS,A*
Zhang Jie,2021,Conference Paper,ATNN: Adversarial Two-Tower Neural Network for New Item's Popularity Prediction in E-commerce.,"['Shen Xin', 'Zhao Li', 'Pengcheng Zou', 'Cheng Long', 'Jiajun Bu', 'Jingren Zhou', 'Zhang Jie']",7,ICDE,A*
Zhang Jie,2021,Conference Paper,NeuroLKH: Combining Deep Learning Model with Lin-Kernighan-Helsgaun Heuristic for Solving the Traveling Salesman Problem.,"['Liang Xin', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,NeurIPS,A*
Zhang Jie,2021,Conference Paper,Learning Large Neighborhood Search Policy for Integer Programming.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,NeurIPS,A*
Zhang Jie,2021,Conference Paper,Learning an Adaptive Meta Model-Generator for Incrementally Updating Recommender Systems.,"['Danni Peng', 'Anxiang Zeng', 'Pan, Sinno Jialin', 'Zhang Jie']",4,RecSys,A
Zhang Jie,2021,Conference Paper,Adaptive Holding for Online Bottleneck Matching with Delays.,"['Kaixin Wang', 'Cheng Long', 'Yongxin Tong', 'Yi Xu', 'Zhang Jie']",5,SDM,A
Zhang Jie,2021,Conference Paper,Exploiting Human Trust to Improve Recommender Systems.,['Zhang Jie'],1,UMAP (Adjunct Publication),Unknown
Zhang Jie,2021,N/A,"Proceedings of the 22nd International Workshop on Trust in Agent Societies (TRUST 2021) Co-located with the 20th International Conferences on Autonomous Agents and Multiagent Systems (AAMAS 2021), London, UK, May 3-7, 2021.","['Dongxia Wang', 'Rino Falcone', 'Zhang Jie']",3,CEUR Workshop Proceedings,Unknown
Zhang Jie,2021,Informal Publication,SelfCF: A Simple Framework for Self-supervised Collaborative Filtering.,"['Xin Zhou', 'Yong Liu', 'Miao Chun Yan', 'Sun Aixin', 'Zhang Jie']",5,CoRR,Unknown
Zhang Jie,2021,Informal Publication,ACDC: Online Unsupervised Cross-Domain Adaptation.,"['Marcus de Carvalho', 'Mahardhika Pratama', 'Edward Kien Yee Yapp', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2021,Informal Publication,Deep Reinforcement Learning for Solving the Heterogeneous Capacitated Vehicle Routing Problem.,"['Jingwen Li', 'Yining Ma', 'Ruize Gao', 'Zhiguang Cao', 'Andrew Lim', 'Wen Song', 'Zhang Jie']",7,CoRR,Unknown
Zhang Jie,2021,Informal Publication,Heterogeneous Attentions for Solving Pickup and Delivery Problem via Deep Reinforcement Learning.,"['Jingwen Li', 'Liang Xin', 'Zhiguang Cao', 'Andrew Lim', 'Wen Song', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2021,Informal Publication,NeuroLKH: Combining Deep Learning Model with Lin-Kernighan-Helsgaun Heuristic for Solving the Traveling Salesman Problem.,"['Liang Xin', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2021,Informal Publication,Learning Large Neighborhood Search Policy for Integer Programming.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2021,Informal Publication,Learning an Adaptive Meta Model-Generator for Incrementally Updating Recommender Systems.,"['Danni Peng', 'Anxiang Zeng', 'Pan, Sinno Jialin', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2020,Journal Article,"A 2020 perspective on ""A generalized stereotype learning approach and its instantiation in trust modeling"".","['Hui Fang', 'Murat Sensoy', 'Zhang Jie']",3,Electron. Commer. Res. Appl.,Unknown
Zhang Jie,2020,Journal Article,Modeling hierarchical category transition for next POI recommendation with uncertain check-ins.,"['Lu Zhang', 'Zhu Sun', 'Horst Kloeden', 'Felix Klanner', 'Zhang Jie']",5,Inf. Sci.,Unknown
Zhang Jie,2020,Journal Article,Cost-sensitive deep forest for price prediction.,"['Chao Ma', 'Zhenbing Liu', 'Zhiguang Cao', 'Wen Song', 'Weiliang Zeng', 'Zhang Jie']",6,Pattern Recognit.,Unknown
Zhang Jie,2020,Journal Article,Learning Network Representations With Different Order Structural Information.,"['Qi-dong Liu', 'Xin Zhou', 'Cheng Long', 'Mingliang Xu', 'Zhang Jie']",5,IEEE Trans. Comput. Soc. Syst.,Unknown
Zhang Jie,2020,Journal Article,Information Theoretical Analysis of Unfair Rating Attacks Under Subjectivity.,"['Dongxia Wang', 'Tim Muller', 'Liu Yang', 'Zhang Jie']",4,IEEE Trans. Inf. Forensics Secur.,Unknown
Zhang Jie,2020,Conference Paper,An Attentional Recurrent Neural Network for Personalized Next Location Recommendation.,"['Qing Guo', 'Zhu Sun', 'Yin-Leng Theng', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2020,Conference Paper,A Skip-Connected Evolving Recurrent Neural Network for Data Stream Classification under Label Latency Scenario.,"['Monidipa Das', 'Mahardhika Pratama', 'Ong Yew Soon', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2020,Conference Paper,AATEAM: Achieving the Ad Hoc Teamwork by Employing the Attention Mechanism.,"['Shuo Chen', 'Ewa Andrejczuk', 'Zhiguang Cao', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2020,Conference Paper,COBRA: Context-Aware Bernoulli Neural Networks for Reputation Assessment.,"['Leonid Zeynalvand', 'Tie Luo', 'Zhang Jie']",3,AAAI,B
Zhang Jie,2020,Conference Paper,Multi-Channel Sellers Traffic Allocation in Large-scale E-commerce Promotion.,"['Shen Xin', 'Yizhou Ye', 'Martin Ester', 'Cheng Long', 'Zhao Li', 'Kaiying Yuan', 'Yanghua Li', 'Zhang Jie']",8,CIKM,A
Zhang Jie,2020,Conference Paper,Efficient Community Search over Large Directed Graph: An Augmented Index-based Approach.,"['Yankai Chen', 'Yixiang Fang', 'Xin Cao', 'Irwin King', 'Zhang Jie']",5,IJCAI,A*
Zhang Jie,2020,Conference Paper,An Interactive Multi-Task Learning Framework for Next POI Recommendation with Uncertain Check-ins.,"['Lu Zhang', 'Zhu Sun', 'Yu Lei', 'Chen Li', 'Ziqing Wu', 'Horst Kloeden', 'Felix Klanner', 'Zhang Jie']",8,IJCAI,A*
Zhang Jie,2020,Conference Paper,Learning to Dispatch for Job Shop Scheduling via Deep Reinforcement Learning.,"['Cong Zhang', 'Wen Song', 'Zhiguang Cao', 'Puay Siew Tan', 'Chi Xu', 'Zhang Jie']",6,NeurIPS,A*
Zhang Jie,2020,Conference Paper,Are We Evaluating Rigorously? Benchmarking Recommendation for Reproducible Evaluation and Fair Comparison.,"['Zhu Sun', 'Di Yu', 'Hui Fang', 'Jie Yang', 'Xinghua Qu', 'Cong Geng', 'Zhang Jie']",7,RecSys,A
Zhang Jie,2020,Conference Paper,A Re-visit of the Popularity Baseline in Recommender Systems.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,SIGIR,A*
Zhang Jie,2020,Informal Publication,A Re-visit of the Popularity Baseline in Recommender Systems.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2020,Informal Publication,On Offline Evaluation of Recommender Systems.,"['Yitong Ji', 'Chenliang Li', 'Sun Aixin', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2020,Informal Publication,Learning to Dispatch for Job Shop Scheduling via Deep Reinforcement Learning.,"['Cong Zhang', 'Wen Song', 'Zhiguang Cao', 'Puay Siew Tan', 'Chi Xu', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2020,Informal Publication,Delayed Feedback Modeling for the Entire Space Conversion Rate Prediction.,"['Yanshi Wang', 'Qing Da', 'Anxiang Zeng', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2020,Informal Publication,Multi-Decoder Attention Model with Embedding Glimpse for Solving Vehicle Routing Problems.,"['Liang Xin', 'Wen Song', 'Zhiguang Cao', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2019,Journal Article,Which Channel to Ask My Question?: Personalized Customer Service Request Stream Routing Using Deep Reinforcement Learning.,"['Zining Liu', 'Chong Long', 'Xiaolu Lu', 'Zehong Hu', 'Yafang Wang', 'Zhang Jie']",6,IEEE Access,Unknown
Zhang Jie,2019,Journal Article,Research commentary on recommendations with side information: A survey and research directions.,"['Zhu Sun', 'Qing Guo', 'Jie Yang', 'Hui Fang', 'Guibing Guo', 'Robin Burke', 'Zhang Jie']",7,Electron. Commer. Res. Appl.,Unknown
Zhang Jie,2019,Journal Article,Improving IoT Data Quality in Mobile Crowd Sensing: A Cross Validation Approach.,"['Tie Luo', 'Jianwei Huang', 'Salil S. Kanhere', 'Sajal K. Das', 'Zhang Jie']",5,IEEE Internet Things J.,Unknown
Zhang Jie,2019,Journal Article,A Sampling Approach for Proactive Project Scheduling under Generalized Time-dependent Workability Uncertainty.,"['Wen Song', 'Donghun Kang', 'Zhiguang Cao', 'Hui Xi', 'Zhang Jie']",5,J. Artif. Intell. Res.,Unknown
Zhang Jie,2019,Journal Article,Securing Android App Markets via Modeling and Predicting Malware Spread Between Markets.,"['Guozhu Meng', 'Matthew Patrick', 'Yinxing Xue', 'Liu Yang', 'Zhang Jie']",5,IEEE Trans. Inf. Forensics Secur.,Unknown
Zhang Jie,2019,Journal Article,Exploring Communities in Large Profiled Graphs.,"['Yankai Chen', 'Yixiang Fang', 'Reynold Cheng', 'Yun Li', 'Xiaojun Chen', 'Zhang Jie']",6,IEEE Trans. Knowl. Data Eng.,Unknown
Zhang Jie,2019,Journal Article,Introduction to the Special Section on Trust and AI.,"['Jamal Bentahar', 'Rino Falcone', 'Timothy J. Norman', 'Murat Sensoy', 'Zhang Jie']",5,ACM Trans. Internet Techn.,Unknown
Zhang Jie,2019,Conference Paper,Supervised User Ranking in Signed Social Networks.,"['Xiaoming Li', 'Hui Fang', 'Zhang Jie']",3,AAAI,B
Zhang Jie,2019,Conference Paper,General Robustness Evaluation of Incentive Mechanism against Bounded Rationality Using Continuum-Armed Bandits.,"['Zehong Hu', 'Zhao Li', 'Zhang Jie']",3,AAAI,B
Zhang Jie,2019,Conference Paper,Fraud Regulating Policy for E-Commerce via Constrained Contextual Bandits.,"['Zehong Hu', 'Zhen Wang', 'Zhao Li', 'Shichang Hu', 'Shasha Ruan', 'Zhang Jie']",6,AAMAS,A*
Zhang Jie,2019,Conference Paper,Exploring Communities in Large Profiled Graphs (Extended Abstract).,"['Yankai Chen', 'Yixiang Fang', 'Reynold Cheng', 'Yun Li', 'Xiaojun Chen', 'Zhang Jie']",6,ICDE,A*
Zhang Jie,2019,Conference Paper,MUSE-RNN: A Multilayer Self-Evolving Recurrent Neural Network for Data Stream Classification.,"['Monidipa Das', 'Mahardhika Pratama', 'Septiviana Savitri', 'Zhang Jie']",4,ICDM,A*
Zhang Jie,2019,Conference Paper,Modeling Heterogeneous Influences for Point-of-Interest Recommendation in Location-Based Social Networks.,"['Qing Guo', 'Zhu Sun', 'Yin-Leng Theng', 'Zhang Jie']",4,ICWE,B
Zhang Jie,2019,Conference Paper,ATSIS: Achieving the Ad hoc Teamwork by Sub-task Inference and Selection.,"['Shuo Chen', 'Ewa Andrejczuk', 'Athirai Aravazhi Irissappane', 'Zhang Jie']",4,IJCAI,A*
Zhang Jie,2019,Informal Publication,Exploring Communities in Large Profiled Graphs.,"['Yankai Chen', 'Yixiang Fang', 'Reynold Cheng', 'Yun Li', 'Xiaojun Chen', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2019,Informal Publication,Research Commentary on Recommendations with Side Information: A Survey and Research Directions.,"['Zhu Sun', 'Qing Guo', 'Jie Yang', 'Hui Fang', 'Guibing Guo', 'Robin Burke', 'Zhang Jie']",7,CoRR,Unknown
Zhang Jie,2019,Informal Publication,Attentive Knowledge Graph Embedding for Personalized Recommendation.,"['Xiao Sha', 'Zhu Sun', 'Zhang Jie']",3,CoRR,Unknown
Zhang Jie,2019,Informal Publication,Which Channel to Ask My Question? Personalized Customer Service RequestStream Routing using DeepReinforcement Learning.,"['Zining Liu', 'Chong Long', 'Xiaolu Lu', 'Zehong Hu', 'Yafang Wang', 'Zhang Jie']",6,CoRR,Unknown
Zhang Jie,2019,Informal Publication,Learning Improvement Heuristics for Solving the Travelling Salesman Problem.,"['Yaoxin Wu', 'Wen Song', 'Zhiguang Cao', 'Andrew Lim', 'Zhang Jie']",5,CoRR,Unknown
Zhang Jie,2019,Informal Publication,COBRA: Context-aware Bernoulli Neural Networks for Reputation Assessment.,"['Leonid Zeynalvand', 'Tie Luo', 'Zhang Jie']",3,CoRR,Unknown
Zhang Jie,2019,Informal Publication,Learning Variable Ordering Heuristics for Solving Constraint Satisfaction Problems.,"['Wen Song', 'Zhiguang Cao', 'Andrew Lim', 'Zhang Jie']",4,CoRR,Unknown
Zhang Jie,2018,Journal Article,A generalized stereotype learning approach and its instantiation in trust modeling.,"['Hui Fang', 'Murat Sensoy', 'Zhang Jie']",3,Electron. Commer. Res. Appl.,Unknown
Zhang Jie,2018,Journal Article,BPRH: Bayesian personalized ranking for heterogeneous implicit feedback.,"['Huihuai Qiu', 'Yun Liu', 'Guibing Guo', 'Zhu Sun', 'Hai Thanh Nguyen', 'Zhang Jie']",6,Inf. Sci.,Unknown
Zhang Jie,2018,Journal Article,"ACM UMAP 2018 - User Modeling, Adaptation and Personalization: 8-11 July, 2018 at NTU, Singapore.","['Tanja Mitrovic', 'David Chin', 'Li Chen', 'Zhang Jie']",4,SIGWEB Newsl.,Unknown
Zhang Jie,2018,Journal Article,An agent-based simulation system for multi-project scheduling under uncertainty.,"['Wen Song', 'Hui Xi', 'Donghun Kang', 'Zhang Jie']",4,Simul. Model. Pract. Theory,Unknown
Zhang Jie,2018,Journal Article,Toward General Robustness Evaluation of Incentive Mechanism Against Bounded Rationality.,"['Zehong Hu', 'Zhang Jie']",2,IEEE Trans. Comput. Soc. Syst.,Unknown
Zhang Jie,2018,Journal Article,A Bayesian Multiagent Trust Model for Social Networks.,"['Noel Sardana', 'Robin Cohen', 'Shuo Chen', 'Zhang Jie']",4,IEEE Trans. Comput. Soc. Syst.,Unknown
Zhang Jie,2018,Journal Article,A Multiagent-Based Approach for Vehicle Routing by Considering Both Arriving on Time and Total Travel Time.,"['Zhiguang Cao', 'Hongliang Guo', 'Zhang Jie']",3,ACM Trans. Intell. Syst. Technol.,Unknown
Zhang Jie,2018,Conference Paper,FILE: A Novel Framework for Predicting Social Status in Signed Networks.,"['Xiaoming Li', 'Hui Fang', 'Zhang Jie']",3,AAAI,B
Zhang Jie,2018,Conference Paper,POMDP-Based Decision Making for Fast Event Handling in VANETs.,"['Shuo Chen', 'Athirai Aravazhi Irissappane', 'Zhang Jie']",3,AAAI,B
Zhang Jie,2018,Conference Paper,Risk-Aware Proactive Scheduling via Conditional Value-at-Risk.,"['Wen Song', 'Donghun Kang', 'Hui Xi', 'Zhang Jie']",4,AAAI,B
Zhang Jie,2018,Conference Paper,An Operation Network for Abstractive Sentence Compression.,"['Naitong Yu', 'Minlie Huang', 'Xiaoyan Zhu', 'Zhang Jie']",4,COLING,B
Zhang Jie,2018,Conference Paper,MASA: Multi-Agent Subjectivity Alignment for Trustworthy Internet of Things.,"['Leonid Zeynalvand', 'Shuo Chen', 'Tony T. Luo', 'Zhang Jie']",4,FUSION,C
Zhang Jie,2018,Conference Paper,A Novel Strategy for Active Task Assignment in Crowd Labeling.,"['Zehong Hu', 'Zhang Jie']",2,IJCAI,A*
Zhang Jie,2018,Conference Paper,Inference Aided Reinforcement Learning for Incentive Mechanism Design in Crowdsourcing.,"['Zehong Hu', 'Yitao Liang', 'Zhao Li', 'Liu Yang', 'Zhang Jie']",5,NeurIPS,A*
